timestamp,server,resp_time,status_code,size,origin
2019-10-14 07:39:15.523283,CLOUDFRONT,0.0569,200,256000,ap-southeast-1c
2019-10-14 07:39:15.549230,CLOUDFRONT,0.021622,200,256000,ap-southeast-1c
2019-10-14 07:39:15.573581,CLOUDFRONT,0.020338,200,256000,ap-southeast-1c
2019-10-14 07:39:15.599228,CLOUDFRONT,0.021802,200,256000,ap-southeast-1c
2019-10-14 07:39:15.622045,CLOUDFRONT,0.01875,200,256000,ap-southeast-1c
2019-10-14 07:39:15.645143,CLOUDFRONT,0.018749,200,256000,ap-southeast-1c
2019-10-14 07:39:15.667870,CLOUDFRONT,0.018754,200,256000,ap-southeast-1c
2019-10-14 07:39:15.693945,CLOUDFRONT,0.022139,200,256000,ap-southeast-1c
2019-10-14 07:39:15.720261,CLOUDFRONT,0.021959,200,256000,ap-southeast-1c
2019-10-14 07:39:15.742273,CLOUDFRONT,0.017965,200,256000,ap-southeast-1c
2019-10-14 07:39:15.766912,CLOUDFRONT,0.019616,200,256000,ap-southeast-1c
2019-10-14 07:39:15.789653,CLOUDFRONT,0.01863,200,256000,ap-southeast-1c
2019-10-14 07:39:15.814149,CLOUDFRONT,0.018809,200,256000,ap-southeast-1c
2019-10-14 07:39:15.839782,CLOUDFRONT,0.018627,200,256000,ap-southeast-1c
2019-10-14 07:39:15.873864,CLOUDFRONT,0.028858,200,256000,ap-southeast-1c
2019-10-14 07:39:15.895737,CLOUDFRONT,0.017329,200,256000,ap-southeast-1c
2019-10-14 07:39:15.920207,CLOUDFRONT,0.020663,200,256000,ap-southeast-1c
2019-10-14 07:39:15.943825,CLOUDFRONT,0.019252,200,256000,ap-southeast-1c
2019-10-14 07:39:15.968476,CLOUDFRONT,0.020166,200,256000,ap-southeast-1c
2019-10-14 07:39:15.992736,CLOUDFRONT,0.019588,200,256000,ap-southeast-1c
2019-10-14 07:39:16.017929,CLOUDFRONT,0.021214,200,256000,ap-southeast-1c
2019-10-14 07:39:16.040822,CLOUDFRONT,0.018284,200,256000,ap-southeast-1c
2019-10-14 07:39:16.068193,CLOUDFRONT,0.023359,200,256000,ap-southeast-1c
2019-10-14 07:39:16.091525,CLOUDFRONT,0.018654,200,256000,ap-southeast-1c
2019-10-14 07:39:16.115551,CLOUDFRONT,0.019253,200,256000,ap-southeast-1c
2019-10-14 07:39:16.140256,CLOUDFRONT,0.020712,200,256000,ap-southeast-1c
2019-10-14 07:39:16.164033,CLOUDFRONT,0.019583,200,256000,ap-southeast-1c
2019-10-14 07:39:16.189927,CLOUDFRONT,0.021675,200,256000,ap-southeast-1c
2019-10-14 07:39:16.213852,CLOUDFRONT,0.018828,200,256000,ap-southeast-1c
2019-10-14 07:39:16.239936,CLOUDFRONT,0.020395,200,256000,ap-southeast-1c
2019-10-14 07:39:16.263722,CLOUDFRONT,0.01874,200,256000,ap-southeast-1c
2019-10-14 07:39:16.288998,CLOUDFRONT,0.02093,200,256000,ap-southeast-1c
2019-10-14 07:39:16.311874,CLOUDFRONT,0.018182,200,256000,ap-southeast-1c
2019-10-14 07:39:16.335735,CLOUDFRONT,0.01925,200,256000,ap-southeast-1c
2019-10-14 07:39:16.359092,CLOUDFRONT,0.019021,200,256000,ap-southeast-1c
2019-10-14 07:39:16.381887,CLOUDFRONT,0.01861,200,256000,ap-southeast-1c
2019-10-14 07:39:16.406217,CLOUDFRONT,0.018539,200,256000,ap-southeast-1c
2019-10-14 07:39:16.431941,CLOUDFRONT,0.018626,200,256000,ap-southeast-1c
2019-10-14 07:39:16.455264,CLOUDFRONT,0.019346,200,256000,ap-southeast-1c
2019-10-14 07:39:16.480004,CLOUDFRONT,0.019488,200,256000,ap-southeast-1c
2019-10-14 07:39:16.507160,CLOUDFRONT,0.022981,200,256000,ap-southeast-1c
2019-10-14 07:39:16.529709,CLOUDFRONT,0.01846,200,256000,ap-southeast-1c
2019-10-14 07:39:16.553286,CLOUDFRONT,0.018152,200,256000,ap-southeast-1c
2019-10-14 07:39:16.577334,CLOUDFRONT,0.019932,200,256000,ap-southeast-1c
2019-10-14 07:39:16.601293,CLOUDFRONT,0.019657,200,256000,ap-southeast-1c
2019-10-14 07:39:16.623691,CLOUDFRONT,0.018401,200,256000,ap-southeast-1c
2019-10-14 07:39:16.647909,CLOUDFRONT,0.020235,200,256000,ap-southeast-1c
2019-10-14 07:39:16.675925,CLOUDFRONT,0.023709,200,256000,ap-southeast-1c
2019-10-14 07:39:16.698810,CLOUDFRONT,0.019069,200,256000,ap-southeast-1c
2019-10-14 07:39:16.722402,CLOUDFRONT,0.019723,200,256000,ap-southeast-1c
2019-10-14 07:39:16.746019,CLOUDFRONT,0.019213,200,256000,ap-southeast-1c
2019-10-14 07:39:16.773797,CLOUDFRONT,0.022016,200,256000,ap-southeast-1c
2019-10-14 07:39:16.797486,CLOUDFRONT,0.019396,200,256000,ap-southeast-1c
2019-10-14 07:39:16.822082,CLOUDFRONT,0.020594,200,256000,ap-southeast-1c
2019-10-14 07:39:16.846344,CLOUDFRONT,0.019121,200,256000,ap-southeast-1c
2019-10-14 07:39:16.872337,CLOUDFRONT,0.020185,200,256000,ap-southeast-1c
2019-10-14 07:39:16.896011,CLOUDFRONT,0.01823,200,256000,ap-southeast-1c
2019-10-14 07:39:16.919548,CLOUDFRONT,0.019062,200,256000,ap-southeast-1c
2019-10-14 07:39:16.943823,CLOUDFRONT,0.019868,200,256000,ap-southeast-1c
2019-10-14 07:39:16.970413,CLOUDFRONT,0.022351,200,256000,ap-southeast-1c
2019-10-14 07:39:16.996673,CLOUDFRONT,0.021796,200,256000,ap-southeast-1c
2019-10-14 07:39:17.019107,CLOUDFRONT,0.018522,200,256000,ap-southeast-1c
2019-10-14 07:39:17.041873,CLOUDFRONT,0.018972,200,256000,ap-southeast-1c
2019-10-14 07:39:17.067810,CLOUDFRONT,0.020407,200,256000,ap-southeast-1c
2019-10-14 07:39:17.091866,CLOUDFRONT,0.018964,200,256000,ap-southeast-1c
2019-10-14 07:39:17.115062,CLOUDFRONT,0.018926,200,256000,ap-southeast-1c
2019-10-14 07:39:17.138632,CLOUDFRONT,0.019682,200,256000,ap-southeast-1c
2019-10-14 07:39:17.162028,CLOUDFRONT,0.01933,200,256000,ap-southeast-1c
2019-10-14 07:39:17.185260,CLOUDFRONT,0.018353,200,256000,ap-southeast-1c
2019-10-14 07:39:17.209440,CLOUDFRONT,0.019862,200,256000,ap-southeast-1c
