timestamp,server,resp_time,status_code,size,origin
2019-10-14 07:37:35.611698,CLOUDFRONT,0.054424,200,256000,ap-southeast-1b
2019-10-14 07:37:35.639137,CLOUDFRONT,0.020867,200,256000,ap-southeast-1b
2019-10-14 07:37:35.666808,CLOUDFRONT,0.022895,200,256000,ap-southeast-1b
2019-10-14 07:37:35.690433,CLOUDFRONT,0.019128,200,256000,ap-southeast-1b
2019-10-14 07:37:35.716782,CLOUDFRONT,0.02131,200,256000,ap-southeast-1b
2019-10-14 07:37:35.744017,CLOUDFRONT,0.022809,200,256000,ap-southeast-1b
2019-10-14 07:37:35.768377,CLOUDFRONT,0.019746,200,256000,ap-southeast-1b
2019-10-14 07:37:35.792926,CLOUDFRONT,0.020021,200,256000,ap-southeast-1b
2019-10-14 07:37:35.817848,CLOUDFRONT,0.019894,200,256000,ap-southeast-1b
2019-10-14 07:37:35.841947,CLOUDFRONT,0.019353,200,256000,ap-southeast-1b
2019-10-14 07:37:35.868081,CLOUDFRONT,0.021636,200,256000,ap-southeast-1b
2019-10-14 07:37:35.892445,CLOUDFRONT,0.019848,200,256000,ap-southeast-1b
2019-10-14 07:37:35.915759,CLOUDFRONT,0.01916,200,256000,ap-southeast-1b
2019-10-14 07:37:35.941442,CLOUDFRONT,0.020608,200,256000,ap-southeast-1b
2019-10-14 07:37:35.967035,CLOUDFRONT,0.019707,200,256000,ap-southeast-1b
2019-10-14 07:37:35.990014,CLOUDFRONT,0.018183,200,256000,ap-southeast-1b
2019-10-14 07:37:36.014732,CLOUDFRONT,0.020333,200,256000,ap-southeast-1b
2019-10-14 07:37:36.037732,CLOUDFRONT,0.018542,200,256000,ap-southeast-1b
2019-10-14 07:37:36.065998,CLOUDFRONT,0.023338,200,256000,ap-southeast-1b
2019-10-14 07:37:36.088998,CLOUDFRONT,0.018797,200,256000,ap-southeast-1b
2019-10-14 07:37:36.113534,CLOUDFRONT,0.020427,200,256000,ap-southeast-1b
2019-10-14 07:37:36.137044,CLOUDFRONT,0.019209,200,256000,ap-southeast-1b
2019-10-14 07:37:36.162013,CLOUDFRONT,0.019253,200,256000,ap-southeast-1b
2019-10-14 07:37:36.187358,CLOUDFRONT,0.020868,200,256000,ap-southeast-1b
2019-10-14 07:37:36.212897,CLOUDFRONT,0.021311,200,256000,ap-southeast-1b
2019-10-14 07:37:36.239450,CLOUDFRONT,0.021658,200,256000,ap-southeast-1b
2019-10-14 07:37:36.263347,CLOUDFRONT,0.019436,200,256000,ap-southeast-1b
2019-10-14 07:37:36.288708,CLOUDFRONT,0.020593,200,256000,ap-southeast-1b
2019-10-14 07:37:36.313427,CLOUDFRONT,0.01992,200,256000,ap-southeast-1b
2019-10-14 07:37:36.336439,CLOUDFRONT,0.018568,200,256000,ap-southeast-1b
2019-10-14 07:37:36.360603,CLOUDFRONT,0.019577,200,256000,ap-southeast-1b
2019-10-14 07:37:36.385604,CLOUDFRONT,0.020483,200,256000,ap-southeast-1b
2019-10-14 07:37:36.409329,CLOUDFRONT,0.018863,200,256000,ap-southeast-1b
2019-10-14 07:37:36.435404,CLOUDFRONT,0.021365,200,256000,ap-southeast-1b
